programme_name,normalized_programme_name,award_level,field_category,institution_name,institution_registration_number,regulator,minimum_entry_requirements,required_subjects,suitable_for_form_four_leaver,duration,fees_if_available,study_mode,campus_location,accreditation_status_if_available,application_link,official_source_url,source_type,confidence_level,last_verified_date,notes
Ordinary Diploma in Social Work,ordinary diploma social work,ordinary diploma,health,ST. MAXIMILLIANCOLBE HEALTH COLLEGE,REG/HAS/154,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in Non-Religious Subjects (Duration: 3 year(s); Capacity: 150; Fees: Local Fee: TSH. 880,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Social Work Gender, Community Development, Youth Work or Advanced Certificate of Secondary Education Examination (ACSEE) with At Least one Principal Pass and one Subsidiary in Principal Subjects (Duration: 2 year(s); Capacity: 150) || ST. THERESA SCHOOL OF NURSING (REG/HAS/227) - Moshi Municipal Council - Kilimanjaro (Duration: FBO year(s))",,yes,3; 2; FBO,"Local Fee: TSH. 880,000/=",unknown,Tabora Municipal Council - Tabora,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 150
Ordinary Diploma in Agriculture Production,ordinary diploma agriculture production,ordinary diploma,business,ST. THOMAS INSTITUTE OF MANAGEMENT AND TECHNOLOGY - SONGEA,REG/BTP/008,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least Four (4) passes in non-religious subjects including two passes in Biology, Chemistry, Physics/ Engineering Sciences, Basic Mathematics, Nutrition, Agriculture Science and Geography. A pass in English Language will be an added advantage. OR National Vocational Award (NVA) Level III in Agriculture with a Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 855,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Agriculture Production OR Advanced Certificate of Secondary Education Examination (ACSEE) with one principal pass and one subsidiary in Biology, Chemistry, Physics, Advanced Mathematics, Agriculture Science and Geography. (Duration: 2 year(s); Capacity: 100)",Basic Mathematics; Advanced Mathematics; Biology; Chemistry; Physics; Engineering Sciences; English Language; Geography; Nutrition; Agriculture,yes,3; 2,"Local Fee: TSH. 855,000/=",unknown,Songea Municipal Council - Ruvuma,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Business Administration,ordinary diploma business administration,ordinary diploma,business,ST. THOMAS INSTITUTE OF MANAGEMENT AND TECHNOLOGY - SONGEA,REG/BTP/008,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects OR National Vocational Award (NVA) Level III with at least two passes in Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 850,000/=) || Holders of of Basic Technician Certificate (NTA Level 4) in Business Administration OR National Vocational Award (NVA) Level III with at least two passes in Certificate of Secondary Education Examination (CSEE) (Duration: 2 year(s); Capacity: 100)",,yes,3; 2,"Local Fee: TSH. 850,000/=",unknown,Songea Municipal Council - Ruvuma,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Community Development,ordinary diploma community development,ordinary diploma,business,ST. THOMAS INSTITUTE OF MANAGEMENT AND TECHNOLOGY - SONGEA,REG/BTP/008,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects in Information Communication Technology (ICT) with two passes in Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 850,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Information Technology, Computer Sciences and Holder of Advanced Certificate of Secondary Education Examination (ACSEE) with At Least one Principal Pass and one Subsidiary Pass. (Duration: 2 year(s); Capacity: 100)",Computer Science,yes,3; 2,"Local Fee: TSH. 850,000/=",unknown,Songea Municipal Council - Ruvuma,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Health Records and Information technology,ordinary diploma health records information technology,ordinary diploma,health,ST. THOMAS INSTITUTE OF MANAGEMENT AND TECHNOLOGY - SONGEA,REG/BTP/008,NACTVET,"Holders of Technician Certificate (NTA Level 5) in Health Records and Information Technology (Duration: 1 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,400,000/=)",,unknown,1,"Local Fee: TSH. 1,400,000/=",unknown,Songea Municipal Council - Ruvuma,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Horticulture,ordinary diploma horticulture,ordinary diploma,business,ST. THOMAS INSTITUTE OF MANAGEMENT AND TECHNOLOGY - SONGEA,REG/BTP/008,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects including two (2) Passes in Biology, Chemistry, Physics/Engineering Sciences, Basic Mathematics, Nutrition, Agriculture Science and Geography or National Vocational Award (NVN) Level III in Agriculture with A Certificate of Secondary Education (CSEE). (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,400,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Horticulture OR Advanced Certificate of Secondary Education Examination (ACSEE) with one Principal pass and one Subsidiary in Biology Chemistry, Physics, Advanced Mathematics, Agriculture Science and Geography. (Duration: 2 year(s); Capacity: 100)",Basic Mathematics; Advanced Mathematics; Biology; Chemistry; Physics; Engineering Sciences; Geography; Nutrition; Agriculture,yes,3; 2,"Local Fee: TSH. 1,400,000/=",unknown,Songea Municipal Council - Ruvuma,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
"Ordinary Diploma in Records, Archives and Information Management",ordinary diploma records archives information management,ordinary diploma,business,ST. THOMAS INSTITUTE OF MANAGEMENT AND TECHNOLOGY - SONGEA,REG/BTP/008,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes OR National Vocational Award (NVA) Level III in Records, Archives and Information Management with a Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 850,000/=) || Holders of Basic Technician Certificate of (NTA Level 4) in Records Archives, and Information Management OR Advanced Certificate of Secondary Education Examination (ACSEE) with one Principal pass and one Subsidiary in principal subjects (Duration: 2 year(s); Capacity: 100)",,yes,3; 2,"Local Fee: TSH. 850,000/=",unknown,Songea Municipal Council - Ruvuma,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Social Work,ordinary diploma social work,ordinary diploma,business,ST. THOMAS INSTITUTE OF MANAGEMENT AND TECHNOLOGY - SONGEA,REG/BTP/008,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 850,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Social work community Health, social protection, Youth work, Gender Community Development OR Advanced Certificate of Secondary Education Examination (ACSEE) with one Principal pass and one Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 100)",,yes,3; 2,"Local Fee: TSH. 850,000/=",unknown,Songea Municipal Council - Ruvuma,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Clinical Medicine,ordinary diploma clinical medicine,ordinary diploma,health,SUMBAWANGA COLLEGE OF HEALTH AND ALLIED SCIENCES,REG/HAS/055N,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with four (4) Passes in non-religious Subjects including Chemistry Biology and Physics/Engineering Sciences. A Pass in Basic Mathematics and English Language Is An Added Advantage (Duration: 3 year(s); Capacity: 90; Fees: Local Fee: TSH. 1,255,400/=)",Basic Mathematics; Biology; Chemistry; Physics; Engineering Sciences; English Language,yes,3,"Local Fee: TSH. 1,255,400/=",unknown,Sumbawanga Municipal Council - Rukwa,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 90
Ordinary Diploma in Clinical Medicine,ordinary diploma clinical medicine,ordinary diploma,health,SUYE HEALTH INSTITUTE,REG/HAS/112,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with four (4) passes in non-religious subjects including Chemistry Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage. (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,500,000/=)",Basic Mathematics; Biology; Chemistry; Physics; Engineering Sciences; English Language,yes,3,"Local Fee: TSH. 1,500,000/=",unknown,Arusha District Council - Arusha,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sayansi na Hisabati (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya msingi mchepuo wa sayansi na hisabati kwa kutumia lugha ya kiswahili,diploma,education,Sahara,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,medium,2026-04-24,Science and Mathematics pathway; Kiswahili medium. || Listed under non-government teacher colleges in ministry notice; apply directly to institution.
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sayansi ya jamii na lugha ya kiswahili (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya msingi mchepuo wa sayansi ya jamii na lugha ya kiswahili kwa kutumia lugha ya kiswahili,diploma,education,Sahara,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,medium,2026-04-24,Programme language medium: Kiswahili. || Listed under non-government teacher colleges in ministry notice; apply directly to institution.
Carpentry and Joinery (CJ),carpentry joinery cj,vocational certificate,construction,Shinyanga VTC,,VETA,,,unknown,,,full-time,S.L.P. 470 SHINYANGA,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Ill; Boarding/day: Bweni na kutwa
"Design, Sewing and Cloth, Technology (DSCT)",design sewing cloth technology dsct,vocational certificate,other,Shinyanga VTC,,VETA,,,unknown,,,full-time,S.L.P. 470 SHINYANGA,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Ill; Boarding/day: Bweni na kutwa
Electrical Installation (EL),electrical installation el,vocational certificate,electrical,Shinyanga VTC,,VETA,,,unknown,,,full-time,S.L.P. 470 SHINYANGA,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Ill; Boarding/day: Bweni na kutwa
"Gemston, Cutting, Polishing and Carving (GCPC)",gemston cutting polishing carving gcpc,vocational certificate,other,Shinyanga VTC,,VETA,,,unknown,,,full-time,S.L.P. 470 SHINYANGA,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Ill; Boarding/day: Bweni na kutwa
Masonry and Bricklaying (MB),masonry bricklaying mb,vocational certificate,construction,Shinyanga VTC,,VETA,,,unknown,,,full-time,S.L.P. 470 SHINYANGA,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Ill; Boarding/day: Bweni na kutwa
"Plumbing and Pipe, Fitting(PPF)",plumbing pipe fitting ppf,vocational certificate,mechanical,Shinyanga VTC,,VETA,,,unknown,,,full-time,S.L.P. 470 SHINYANGA,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Ill; Boarding/day: Bweni na kutwa
"Welding and Metal, Secretarial and computer application(SCA)",welding metal secretarial computer application sca,vocational certificate,ICT,Shinyanga VTC,,VETA,,,unknown,,,full-time,S.L.P. 470 SHINYANGA,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Ill; Boarding/day: Bweni na kutwa
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sayansi na Hisabati (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya msingi mchepuo wa sayansi na hisabati kwa kutumia lugha ya kiswahili,diploma,education,Sila,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,medium,2026-04-24,Science and Mathematics pathway; Kiswahili medium. || Listed under non-government teacher colleges in ministry notice; apply directly to institution.
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sayansi ya jamii na lugha ya kiswahili (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya msingi mchepuo wa sayansi ya jamii na lugha ya kiswahili kwa kutumia lugha ya kiswahili,diploma,education,Sila,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,medium,2026-04-24,Programme language medium: Kiswahili. || Listed under non-government teacher colleges in ministry notice; apply directly to institution.
Carpentry and joinery (CJ),carpentry joinery cj,vocational certificate,construction,Simanjiro VTC,,VETA,,,unknown,,,full-time,S.L.P 376 MANYARA,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na Kutwa
Masonry and bricklaying (MB),masonry bricklaying mb,vocational certificate,construction,Simanjiro VTC,,VETA,,,unknown,,,full-time,S.L.P 376 MANYARA,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na Kutwa
Welding and Metal Fabrication (WF),welding metal fabrication wf,vocational certificate,mechanical,Simanjiro VTC,,VETA,,,unknown,,,full-time,S.L.P 376 MANYARA,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na Kutwa
"Designing Sewing, and, Cloth Technology (DSCT)",designing sewing cloth technology dsct,vocational certificate,beauty/fashion,Simiyu RVTSC,,VETA,,,unknown,,,full-time,S.L.P 19 BARIADI SIMIYU,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na Kutwa
Electrical Installation (EL),electrical installation el,vocational certificate,electrical,Simiyu RVTSC,,VETA,,,unknown,,,full-time,S.L.P 19 BARIADI SIMIYU,,,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na Kutwa
