programme_name,normalized_programme_name,programme_code,award_level,qualification_level,pathway_type,field_category,course_family,institution_name,normalized_institution_name,campus_name,regulator,institution_type,ownership_type,region,district_or_council,duration,study_mode,admission_capacity,fees_if_available,fee_band,application_method,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
Diploma in Entrepreneurship Development,diploma in entrepreneurship development,,Diploma,NTA Level 6,diploma,"Business, Finance & Management",Business & Management,CATHOLIC UNIVERSITY COLLEGE OF MBEYA,catholic mbeya,,NACTVET,University offering NTA programmes,FBO,Mbeya,Mbeya City Council,2,,200,"Local Fee: TSH. 1,321,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Diploma in Human Resources Management,diploma in human resources management,,Diploma,NTA Level 6,diploma,"Business, Finance & Management",Business & Management,CATHOLIC UNIVERSITY COLLEGE OF MBEYA,catholic mbeya,,NACTVET,University offering NTA programmes,FBO,Mbeya,Mbeya City Council,2,,200,"Local Fee: TSH. 1,321,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Diploma in Information Communication Technology,diploma in information communication technology,,Diploma,NTA Level 6,diploma,"Arts, Media & Communication",Arts & Communication,CATHOLIC UNIVERSITY COLLEGE OF MBEYA,catholic mbeya,,NACTVET,University offering NTA programmes,FBO,Mbeya,Mbeya City Council,2,,200,"Local Fee: TSH. 1,321,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Diploma in Law,diploma in law,,Diploma,NTA Level 6,diploma,Law & Public Administration,Law,CATHOLIC UNIVERSITY COLLEGE OF MBEYA,catholic mbeya,,NACTVET,University offering NTA programmes,FBO,Mbeya,Mbeya City Council,2,,200,"Local Fee: TSH. 1,321,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
"Diploma in Library Studies, Records Management with Ict",diploma in library studies records management with ict,,Diploma,NTA Level 6,diploma,ICT & Computing,Business & Management,CATHOLIC UNIVERSITY COLLEGE OF MBEYA,catholic mbeya,,NACTVET,University offering NTA programmes,FBO,Mbeya,Mbeya City Council,2,,200,"Local Fee: TSH. 1,321,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Diploma in Marketing Management,diploma in marketing management,,Diploma,NTA Level 6,diploma,"Business, Finance & Management",Business & Management,CATHOLIC UNIVERSITY COLLEGE OF MBEYA,catholic mbeya,,NACTVET,University offering NTA programmes,FBO,Mbeya,Mbeya City Council,2,,200,"Local Fee: TSH. 1,321,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Medicine & Clinical Health,CHARLOTTE INSTITUTE OF HEALTH AND ALLIED SCIENCES - SIHA,charlotte health allied sciences siha,,NACTVET,Technical Institution,FBO,Kilimanjaro,Siha District Council,3,,100,"Local Fee: TSH. 1,600,000/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Nursing and Midwifery,ordinary diploma in nursing and midwifery,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Nursing & Midwifery,CHARLOTTE INSTITUTE OF HEALTH AND ALLIED SCIENCES - SIHA,charlotte health allied sciences siha,,NACTVET,Technical Institution,FBO,Kilimanjaro,Siha District Council,3,,100,"Local Fee: TSH. 1,300,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Social Work,ordinary diploma in social work,,Ordinary Diploma,NTA Level 6,diploma,Social Sciences & Community Development,Social Work & Community Development,CHARLOTTE INSTITUTE OF HEALTH AND ALLIED SCIENCES - SIHA,charlotte health allied sciences siha,,NACTVET,Technical Institution,FBO,Kilimanjaro,Siha District Council,3; 2,,200,"Local Fee: TSH. 1,000,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Animal Health and Production,ordinary diploma in animal health and production,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Medicine & Clinical Health,CHATO COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY,chato health sciences technology,,NACTVET,Technical Institution,Private,Geita,Chato District Council,3,,100,"Local Fee: TSH. 1,000,000/= , Foreigner Fee: USD 1,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Medicine & Clinical Health,CHATO COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY,chato health sciences technology,,NACTVET,Technical Institution,Private,Geita,Chato District Council,3,,100,"Local Fee: TSH. 1,700,000/= , Foreigner Fee: USD 1,500/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Community Development,ordinary diploma in community development,,Ordinary Diploma,NTA Level 6,diploma,"Planning, Built Environment & Land",Social Work & Community Development,CHATO COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY,chato health sciences technology,,NACTVET,Technical Institution,Private,Geita,Chato District Council,3; 2,,100,"Local Fee: TSH. 800,000/= , Foreigner Fee: USD 500/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma in pharmaceutical sciences,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Other,CHATO COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY,chato health sciences technology,,NACTVET,Technical Institution,Private,Geita,Chato District Council,3,,200,"Local Fee: TSH. 1,700,000/= , Foreigner Fee: USD 1,500/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Clinical Dentistry,ordinary diploma in clinical dentistry,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Medicine & Clinical Health,CITY COLLEGE OF HEALTH AND ALLIED SCIENCES,city health allied sciences,,NACTVET,Technical Institution,Private,Dar es Salaam,Temeke Municipal Council,3,,100,"Local Fee: TSH. 1,600,000/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Medicine & Clinical Health,CITY COLLEGE OF HEALTH AND ALLIED SCIENCES,city health allied sciences,,NACTVET,Technical Institution,Private,Dar es Salaam,Temeke Municipal Council,3,,200,"Local Fee: TSH. 1,600,000/= , Foreigner Fee: USD 220/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Diagnostic Radiography,ordinary diploma in diagnostic radiography,,Ordinary Diploma,NTA Level 6,diploma,Other / Needs Classification,Other,CITY COLLEGE OF HEALTH AND ALLIED SCIENCES,city health allied sciences,,NACTVET,Technical Institution,Private,Dar es Salaam,Temeke Municipal Council,3,,100,"Local Fee: TSH. 1,600,000/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Medical Laboratory Sciences,ordinary diploma in medical laboratory sciences,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Medicine & Clinical Health,CITY COLLEGE OF HEALTH AND ALLIED SCIENCES,city health allied sciences,,NACTVET,Technical Institution,Private,Dar es Salaam,Temeke Municipal Council,3,,100,"Local Fee: TSH. 1,500,000/= , Foreigner Fee: USD 825/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma in pharmaceutical sciences,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Other,CITY COLLEGE OF HEALTH AND ALLIED SCIENCES,city health allied sciences,,NACTVET,Technical Institution,Private,Dar es Salaam,Temeke Municipal Council,3,,300,"Local Fee: TSH. 1,400,000/= , Foreigner Fee: USD 836/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Physiotherapy,ordinary diploma in physiotherapy,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Medicine & Clinical Health,CITY COLLEGE OF HEALTH AND ALLIED SCIENCES,city health allied sciences,,NACTVET,Technical Institution,Private,Dar es Salaam,Temeke Municipal Council,3,,200,"Local Fee: TSH. 1,600,000/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Social Work,ordinary diploma in social work,,Ordinary Diploma,NTA Level 6,diploma,Social Sciences & Community Development,Social Work & Community Development,CITY COLLEGE OF HEALTH AND ALLIED SCIENCES,city health allied sciences,,NACTVET,Technical Institution,Private,Dar es Salaam,Temeke Municipal Council,3; 2,,100,"Local Fee: TSH. 700,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Clinical Dentistry,ordinary diploma in clinical dentistry,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Medicine & Clinical Health,CITY COLLEGE OF HEALTH AND ALLIED SCIENCES - ARUSHA CAMPUS,city health allied sciences arusha campus,,NACTVET,Technical Institution,Private,Arusha,Arusha City Council,3,,100,"Local Fee: TSH. 1,600,000/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Medicine & Clinical Health,CITY COLLEGE OF HEALTH AND ALLIED SCIENCES - ARUSHA CAMPUS,city health allied sciences arusha campus,,NACTVET,Technical Institution,Private,Arusha,Arusha City Council,3,,150,"Local Fee: TSH. 1,800,000/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Clinical Nutrition,ordinary diploma in clinical nutrition,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Medicine & Clinical Health,CITY COLLEGE OF HEALTH AND ALLIED SCIENCES - ARUSHA CAMPUS,city health allied sciences arusha campus,,NACTVET,Technical Institution,Private,Arusha,Arusha City Council,3,,200,"Local Fee: TSH. 1,600,000/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Community Development,ordinary diploma in community development,,Ordinary Diploma,NTA Level 6,diploma,"Planning, Built Environment & Land",Social Work & Community Development,CITY COLLEGE OF HEALTH AND ALLIED SCIENCES - ARUSHA CAMPUS,city health allied sciences arusha campus,,NACTVET,Technical Institution,Private,Arusha,Arusha City Council,3; 2,,120,"Local Fee: TSH. 1,000,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
